Royalty Date,Title,ASIN/ISBN,Language,book_nick_name,Authors,Units Sold,Units Refunded,Net Units Sold,Marketplace,Royalty Type,Transaction Type,Royalty,Currency,Authors Count,Royalty USD,Royalty per Author (USD),BookType,Year Sold,Authors_Exploded
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 4: Ntǎ' Nùfī,B09VPXPGC9,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,Resulam
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 4: Ntǎ' Nùfī,B09VPXPGC9,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,Shck Tchamna
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 6: Ntǎ' Nùfī,B09VQ5CPNK,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,Resulam
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 6: Ntǎ' Nùfī,B09VQ5CPNK,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,Shck Tchamna
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 5: Ntǎ' Nùfī,B09VQ5WZLF,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,Resulam
2025-10,Nùfī Attic - Le Grenier du Nùfī - KAM 5: Ntǎ' Nùfī,B09VQ5WZLF,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,35%,Standard,1.34,CAD,2,0.9710144927536234,0.4855072463768117,Ebook,2025,Shck Tchamna
2025-10,Yoruba - French - English Phrasebook: Guide de conversation Yoruba,B0C4RK9TGW,Yoruba,yoruba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.68,CAD,2,4.840579710144928,2.420289855072464,Ebook,2025,Resulam
2025-10,Yoruba - French - English Phrasebook: Guide de conversation Yoruba,B0C4RK9TGW,Yoruba,yoruba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.68,CAD,2,4.840579710144928,2.420289855072464,Ebook,2025,Shck Tchamna
2025-10,Lingala - French - English Phrasebook: Guide de conversation Lingala-Français-Anglais.,B0C5683FN2,Lingala,lingala_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,6.07,EUR,2,7.124413145539907,3.5622065727699534,Ebook,2025,Resulam
2025-10,Lingala - French - English Phrasebook: Guide de conversation Lingala-Français-Anglais.,B0C5683FN2,Lingala,lingala_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,6.07,EUR,2,7.124413145539907,3.5622065727699534,Ebook,2025,Shck Tchamna
2025-10,Kikongo (Kituba) - French - English Phrasebook: Guide de conversation Kikongo (Kituba)-Français-Anglais.,B0CK4VSK73,Kikongo,kikongo-kituba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,6.0,EUR,2,7.042253521126761,3.5211267605633805,Ebook,2025,Resulam
2025-10,Kikongo (Kituba) - French - English Phrasebook: Guide de conversation Kikongo (Kituba)-Français-Anglais.,B0CK4VSK73,Kikongo,kikongo-kituba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,6.0,EUR,2,7.042253521126761,3.5211267605633805,Ebook,2025,Shck Tchamna
2025-10,NO MORE WESTERN NAMES! For African Kids,B0FMYVHFFR,African Names,no_more_western_names,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.08,EUR,3,5.962441314553991,1.9874804381846636,Ebook,2025,Shck Tchamna
2025-10,NO MORE WESTERN NAMES! For African Kids,B0FMYVHFFR,African Names,no_more_western_names,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.08,EUR,3,5.962441314553991,1.9874804381846636,Ebook,2025,Fu Tientcheu
2025-09,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.725352112676057,2.2417840375586855,Ebook,2025,Shck Tchamna
2025-09,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.725352112676057,2.2417840375586855,Ebook,2025,Fu Tientcheu
2025-09,Yoruba - French - English Phrasebook: Guide de conversation Yoruba,B0C4RK9TGW,Yoruba,yoruba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.es,70%,Standard,6.16,EUR,2,7.230046948356808,3.615023474178404,Ebook,2025,Resulam
2025-09,Yoruba - French - English Phrasebook: Guide de conversation Yoruba,B0C4RK9TGW,Yoruba,yoruba_phrasebook_guide_conversation_trilingue,"Resulam, Shck Tchamna",1,0,1,Amazon.es,70%,Standard,6.16,EUR,2,7.230046948356808,3.615023474178404,Ebook,2025,Shck Tchamna
2025-08,La fourmi affamée : Yemba-Français: Nzií sī nzāŋà kīkyā,B086RZ95YR,Yemba,yemba_fourmi_affamée,"Shck Tchamna, Josephine Ndonke",1,0,1,Amazon.fr,70%,Standard,3.74,EUR,3,4.389671361502348,1.4632237871674494,Ebook,2025,Shck Tchamna
2025-08,La fourmi affamée : Yemba-Français: Nzií sī nzāŋà kīkyā,B086RZ95YR,Yemba,yemba_fourmi_affamée,"Shck Tchamna, Josephine Ndonke",1,0,1,Amazon.fr,70%,Standard,3.74,EUR,3,4.389671361502348,1.4632237871674494,Ebook,2025,Joséphine Ndonke
2025-08,Conversations de base en langue ghomala',B08BZ6Y6JR,Ghomala',ghomala_conversations_de_base,"Pascaline Motoum, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,5.35,EUR,3,6.279342723004695,2.093114241001565,Ebook,2025,Mə̂fo Gòmlù' Motoum
2025-08,Conversations de base en langue ghomala',B08BZ6Y6JR,Ghomala',ghomala_conversations_de_base,"Pascaline Motoum, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,5.35,EUR,3,6.279342723004695,2.093114241001565,Ebook,2025,Shck Tchamna
2025-08,Conversations de base en langue ngemba,B08PTXGVMF,Ngemba,ngemba_conversations_de_base,"Deeh Segallo, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.4,CAD,3,4.637681159420291,1.5458937198067637,Ebook,2025,Deeh Segallo
2025-08,Conversations de base en langue ngemba,B08PTXGVMF,Ngemba,ngemba_conversations_de_base,"Deeh Segallo, Shck Tchamna",1,0,1,Amazon.ca,70%,Standard,6.4,CAD,3,4.637681159420291,1.5458937198067637,Ebook,2025,Shck Tchamna
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.com,70%,Standard,6.82,USD,3,6.82,2.2733333333333334,Ebook,2025,Shck Tchamna
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.com,70%,Standard,6.82,USD,3,6.82,2.2733333333333334,Ebook,2025,Fu Tientcheu
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.65,EUR,3,6.631455399061034,2.2104851330203448,Ebook,2025,Shck Tchamna
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.de,70%,Standard,5.65,EUR,3,6.631455399061034,2.2104851330203448,Ebook,2025,Fu Tientcheu
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.725352112676057,2.2417840375586855,Ebook,2025,Shck Tchamna
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.725352112676057,2.2417840375586855,Ebook,2025,Fu Tientcheu
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.ca,70%,Standard,6.82,CAD,3,4.942028985507247,1.6473429951690823,Ebook,2025,Shck Tchamna
2025-08,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",1,0,1,Amazon.ca,70%,Standard,6.82,CAD,3,4.942028985507247,1.6473429951690823,Ebook,2025,Fu Tientcheu
2025-08,Guide de conversation trilingue Wolof-Français-Anglais: Wolof-French-English Phrasebook,B09MT5CH2K,Wolof,wolof_phrasebook_guide_conversation_trilingue,"Thierno Khayar KANE, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,3.5,USD,3,3.5,1.1666666666666667,Ebook,2025,Thierno Khayar KANE
2025-08,Guide de conversation trilingue Wolof-Français-Anglais: Wolof-French-English Phrasebook,B09MT5CH2K,Wolof,wolof_phrasebook_guide_conversation_trilingue,"Thierno Khayar KANE, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,3.5,USD,3,3.5,1.1666666666666667,Ebook,2025,Shck Tchamna
2025-08,Nùfī Attic - Le Grenier du Nùfī - KAM 1: Ntǎ' Nùfī,B09VMMBC6D,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,0.94,USD,2,0.94,0.47,Ebook,2025,Resulam
2025-08,Nùfī Attic - Le Grenier du Nùfī - KAM 1: Ntǎ' Nùfī,B09VMMBC6D,Nufi,nufi_attic_interactive,"Resulam, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,0.94,USD,2,0.94,0.47,Ebook,2025,Shck Tchamna
2025-07,Conversations de base en langue basaa,B08KP2BVTK,Basaa,basaa_conversations_de_base,"Pr Zachée Denis BITJAA KODY, Shck Shck Tchamna",1,0,1,Amazon.com,70%,Standard,5.36,USD,3,5.36,1.7866666666666668,Ebook,2025,Zachée Denis BITJAA KODY
2025-07,Conversations de base en langue basaa,B08KP2BVTK,Basaa,basaa_conversations_de_base,"Pr Zachée Denis BITJAA KODY, Shck Shck Tchamna",1,0,1,Amazon.com,70%,Standard,5.36,USD,3,5.36,1.7866666666666668,Ebook,2025,Shck Tchamna
2025-07,Conversations de base en langue medumba,B08PJG95FL,Medumba,medumba_conversations_de_base,"Jean René Djobia, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,4.87,EUR,3,5.715962441314554,1.905320813771518,Ebook,2025,Tanyi Djobia René
2025-07,Conversations de base en langue medumba,B08PJG95FL,Medumba,medumba_conversations_de_base,"Jean René Djobia, Shck Tchamna",1,0,1,Amazon.fr,70%,Standard,4.87,EUR,3,5.715962441314554,1.905320813771518,Ebook,2025,Shck Tchamna
2025-07,Ntǎ' Nùfī - Nùfī Attic - Le Grenier du Nùfī,B091BMWTJM,Nufi,nufi_attic_grenier,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,4.55,USD,2,4.55,2.275,Ebook,2025,Resulam
2025-07,Ntǎ' Nùfī - Nùfī Attic - Le Grenier du Nùfī,B091BMWTJM,Nufi,nufi_attic_grenier,"Resulam, Shck Tchamna",1,0,1,Amazon.com,70%,Standard,4.55,USD,2,4.55,2.275,Ebook,2025,Shck Tchamna
2025-07,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",2,0,2,Amazon.de,70%,Standard,11.3,EUR,3,13.262910798122068,4.4209702660406895,Ebook,2025,Shck Tchamna
2025-07,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",2,0,2,Amazon.de,70%,Standard,11.3,EUR,3,13.262910798122068,4.4209702660406895,Ebook,2025,Fu Tientcheu
2025-07,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",2,1,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.725352112676057,2.2417840375586855,Ebook,2025,Shck Tchamna
2025-07,"Mon prénom africain, mon prénom bamiléké: Pour la revalorisation et la réintégration des anthroponymes Africains",B09KR6V6QV,African Names,mon_prénom_africain_mon_prénom_bamiléké,"Shck Tchamna, Fu Tientcheu",2,1,1,Amazon.fr,70%,Standard,5.73,EUR,3,6.725352112676057,2.2417840375586855,Ebook,2025,Fu Tientcheu
2025-07,Guide de conversation (phrasebook) en langue ewondo - part I: Trilingual Phrasebook : French-English-Ewondo,B0C3WJNL39,Ewondo,ewondo_phrasebook_guide_conversation_trilingue,"Claude Lionel Mvondo Edzoa, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,3.5,USD,3,3.5,1.1666666666666667,Ebook,2025,Claude Lionel Mvondo Edzoa
2025-07,Guide de conversation (phrasebook) en langue ewondo - part I: Trilingual Phrasebook : French-English-Ewondo,B0C3WJNL39,Ewondo,ewondo_phrasebook_guide_conversation_trilingue,"Claude Lionel Mvondo Edzoa, Shck Tchamna",1,0,1,Amazon.com,35%,Standard,3.5,USD,3,3.5,1.1666666666666667,Ebook,2025,Shck Tchamna
2025-06,Le Grenier du Nguemba: Ntâŋ Ŋgə̂mbà : Ngemba Attic,B09691SZ4X,Ngemba,Le Grenier du Nguemba: Ntâŋ Ŋgə̂mbà : Ngemba Attic,"Resulam, Shck Tchamna",1,0,1,Amazon.de,70%,Standard,3.91,EUR,2,4.589201877934273,2.2946009389671365,Ebook,2025,Resulam
2025-06,Le Grenier du Nguemba: Ntâŋ Ŋgə̂mbà : Ngemba Attic,B09691SZ4X,Ngemba,Le Grenier du Nguemba: Ntâŋ Ŋgə̂mbà : Ngemba Attic,"Resulam, Shck Tchamna",1,0,1,Amazon.de,70%,Standard,3.91,EUR,2,4.589201877934273,2.2946009389671365,Ebook,2025,Shck Tchamna
